title,brand,description,price,categories,images,manufacturer,package_dimensions,country_of_origin,material,color,uniq_id
"LEASYLIFE Black Metal Trash can,10L/2.6GAL,Open Top Wastebasket Bin,Garbage Can for Bathroom,Living Room,Office,Kitchen,Bedroom,Hotel (Black)",LEASYLIFE Store,N/A,64.99,"['Home & Kitchen', 'Storage & Organization', 'Trash, Recycling & Compost', 'Wastebaskets']","['https://m.media-amazon.com/images/I/31NobyGCHQL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41CQftYIYpL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41cngDqGO0L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51NRiMqbYDL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41nSI+7xRqL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41bxc9SrkDL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/614sSzQMtNL._SS522_.jpg']",N/A,,N/A,N/A,N/A,76b3e878-b8e1-5ad0-9de6-c212f189c81a
"Solid Wood Wine Cabinet, bar Rack - Home Wood Furniture",Home Wood Furniture Store,"Elevate your home bar with this Elegant and Stylish Bar. With its sleek design and ample storage space, this bar is the perfect addition to any home bar or dining room.",69.0,"['Home & Kitchen', 'Furniture', 'Game & Recreation Room Furniture', 'Home Bar Furniture', 'Bars & Wine Cabinets', 'Bar Cabinets']","['https://m.media-amazon.com/images/I/31vp24lBBwL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41Gep54Qs3L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41dhL5QkByL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31jG67jRf-L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/21tXnL3ZmqL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41YK52t7KrL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/5182v1GsfsL._SS522_.jpg']",Home Wood Furniture,"16.5""D x 32.9""W x 42.9""H",N/A,Wood,White/Pine Oak,67a9650d-65a9-5baa-bac0-05675c468b0b
"Black Leather Office Chair Mid Back Leather Desk Chair Modern Excutive Office Chair with Arms and Wheels for Home Office, by Artswish",Arts wish Store,N/A,89.98,"['Home & Kitchen', 'Furniture', 'Home Office Furniture', 'Home Office Chairs', 'Home Office Desk Chairs']","['https://m.media-amazon.com/images/I/317sVlhzMLL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41RwkL3etHL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51vExRM5VFL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/417VVXKmGYL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41ZSutxWXSL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41duYmO3w-L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51mIScOYnAL.SS125_SS522_.jpg']",Arts wish,"20.1""D x 20.5""W x 35""H",N/A,Sponge,Black,5de4c46a-0cec-5b22-9b2f-5ad97440513a
"3-Tier Kitchen Storage Cart with Handle, Multifunction Utility Rolling Cart Kitchen Storage Organizer, Mobile Shelving Unit Cart with Lockable Wheels for Office, Living Room, Kitchen - Black",ZOEHROWS,N/A,15.99,"['Home & Kitchen', 'Furniture', 'Kitchen Furniture', 'Storage Islands & Carts', 'Storage Carts']","['https://m.media-amazon.com/images/I/41yBXlrog-L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/413zn+HBSPL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/517DMti-Z7L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51lsd4cVQLL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41rjUnWn3PL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41yzpycUIgL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41QWyh-DbTL._SS522_.jpg']",ZOEHROWS,"16""D x 11""W x 4""H",China,Plastic,Black,0c2914ea-b086-5108-9db0-43410a8eb5d0
"Mimoglad Office Chair, High Back Ergonomic Desk Chair with Adjustable Lumbar Support and Headrest, Swivel Task Chair with flip-up Armrests for Guitar Playing, 5 Years Warranty",Mimoglad Store,N/A,159.99,"['Home & Kitchen', 'Furniture', 'Home Office Furniture', 'Home Office Chairs', 'Home Office Desk Chairs']","['https://m.media-amazon.com/images/I/414jZL4tnaL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51uqXIMK0bL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41fiazgAIJL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41HH6mKrOmL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51KKAHSVTSL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51ASjMAzDVL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Dw1JSigqL._SS522_.jpg']",Mimoglad,"16.53""D x 19.68""W x 50.78""H",China,Foam,Beige,066413fe-201e-58ff-b56c-e00cd2d21cf6
"Let the Adventure Begin Door Mat 17""x30"" Decorative Farmhouse Home Campsite Travel Trailer Cabin Indoor Outdoor Front Porch Door Mat,Funny Camping Welcome Mat Decor,Gifts for Campers Camping Lovers",huester,"●ENTRANE WELCOME MAT:17X30 inches.Stylish design makes the mat looks great in any house. Suitable for exterior patio entry way, porch door, garage, garden, laundry room,toilet,living room,office entryway or indoor bedroom or kitchen doors. ●NON-SLIP RUBBER BASE:Our mats are made from linen and Non-toxic eco-friendly recycled rubber.They are great all year long, perfect for rainy, muddy and snowy days. ●SCRAP DIRT & EASY TO CLEAN:It can scrap off dirt, dust, grit, mud, grass or snow and absorb moisture from shoe. Simply vacuum the doormat with a hand-held vacuum, sweep with a broom, or shake off the doormat outside or over your garbage bin. For a deeper clean, the doormat is machine washable and can be placed in the dryer. We recommend to rinse using cold water and tumble dry on low ●GREAT GIFT: It is a ideal gift for families friends and neighbors,charming gifts for our Home. ●WARM TIPS: In order to prevent the product from creases during transportation, We use curl packaging. Our aim is to provide customers with a 100% satisfactory shopping experience.",18.99,"['Patio, Lawn & Garden', 'Outdoor Décor', 'Doormats']","['https://m.media-amazon.com/images/I/51Zv2zReYCL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/615E1Jv8OsL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61SoDU1jSaL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61lKtFvLToL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51LfqbF-G2L._SS522_.jpg']",huester,"30""L x 17""W",China,Rubber,N/A,d122a544-975b-5041-9c3d-cc00ca7cf91a
"1 Pack Adjustable Height Center Support Leg for Bed Frame,Bed Center Slat Heavy Extra Durable Steel Support Legs | Suitable for Bed Frame,Cabinet and Wooden Furniture",POROHOM,"Specifications: Name: Height adjustable support leg Height: Adjusts from 7.2 to 14.8 Support Leg :2inch W x 3inch D, The diameter of Base: 2.5inch Features: 1.Height adjustable:,Adjusts from 7.1 to 14.8, The support leg is suitable for bed frame, bed center slat and other wooden furniture. It can protect your bed and mattress from damage or sagging. 2.Stronger load: The super-heavy carbon steel circular base of the supporting feet is larger and more stable than other brands, and the weight is more than three times that of other brands. Each leg can carry a maximum weight of 600 pounds, which is twice that of other brands. 3.More stable: The support leg is included two Jam Nuts to lock and stabilize extender,it will be more stable than other brands with one more Jam Nut. 4.The galvanized material is better and not easy to rust. Super-heavy carbon steel round base + Rubber round antislip cushion bottom design won't be harm and scratches to your floors and it has better grip. Tips: 1.In order to prevent sagging, bending or cracking, it is to connect to the slats of the current bed frame.You may install as few or as many as you demand, most customers choose to use 2 or 3 support legs.  2.Important Note: Before installation, please be sure to lock the base nut with an open wrench to prevent the screw from loosening and affecting the installation.",13.9,"['Home & Kitchen', 'Furniture', 'Replacement Parts', 'Bed Parts']","['https://m.media-amazon.com/images/I/41ci+bNjHPL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41tz1qz-OoL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51LZ7sKVUaL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51fL8jEergL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41RRmbuBZVL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41SXO96Qa7L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51KaLQ707gS._SS522_.jpg']",Fhome,7.01 x 4.57 x 3.7 inches,China,N/A,1 Pack,e03d22da-0321-5be0-8787-7eedeb2d104a
"Suptsifira Shoe storage box, 24 Packs Shoe Boxes Clear Plastic Stackable,Shoes Sneaker Container Storage Box, XL Shoe Boxes with Lids for Closet, Storage and Display(White)",Suptsifira,N/A,143.98,"['Home & Kitchen', 'Storage & Organization', 'Clothing & Closet Storage', 'Shoe Organizers', 'Boot & Shoe Boxes']","['https://m.media-amazon.com/images/I/51enKGSxK8L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31XPY5lYNIL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51sKmqN44TL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/512KdQpJL8L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51AJCmptt9L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/512SPxJuQHL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51gMaLpB4cL.SS125_SS522_.jpg']",Suptsifira,"13.7""L x 9.8""W x 7.1""H",N/A,Porcelain,White,f0dc38ef-7fc6-5cc4-b35b-65f936ce7f1a
"Wellynap Computer Desk,31.5 inches Folding Table Computer Desk for Small Spaces Home Office, Gaming Desk Computer Table, No Install Needed, Modern Simple Style Laptop Table, Teak & Black",Wellynap Store,N/A,69.99,"['Home & Kitchen', 'Furniture', 'Game & Recreation Room Furniture', 'Folding Tables & Chairs', 'Folding Tables']","['https://m.media-amazon.com/images/I/51pO-N48teL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31J4A9Zd7YL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51IwPw3oKVL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51th8Yj33cL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51-qJKL40-L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41UQZlvtDJL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/412nFBvU4FL._SS522_.jpg']",N/A,"31.5""D x 15.7""W x 29.5""H",N/A,Wood,Teak & Black,386c3d4e-fc1d-5ab2-908d-4eab9fc830b1
"Smlttel Gold Clothing Rack With Shelves, Gold Coat Rack Freestanding with Marble Base, Coat Hanger Rack,Hat Tree Coat Rack Standing Clothes Racks for Boutique，Bedroom",Smlttel Store,N/A,95.99,"['Home & Kitchen', 'Furniture', 'Entryway Furniture', 'Coat Racks']","['https://m.media-amazon.com/images/I/41aRwocdfAL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41pzY+3EoBL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31Vuxc1iAjL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41VJtP+ERYL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41BFyqctM4L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41tDMMxgciL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/71tRo4+CZ9L.SS125_SS522_.jpg']",Big Fine,"24""D x 13""W x 67""H",China,Metal,C gold,eecadc04-afeb-5858-a60f-3979a80b79ba
"Franklin Sports NFL Storage Ottoman + Container - NFL Football Team Folding Organizer Bins - NFL Office, Bedroom + Living Room Décor - 14"" x 14""",Franklin Sports Store,"Keep all of your things organized while showing your team colors with these fully collapsible storage units. Perfect for any bedroom, playroom, living room or anywhere else you need a quick storage solution. Each unit is constructed of durable MDF board and polyester fabric, allowing it to double as your footrest on game day! padded top lid is fully removable for easy access to the storage compartment. Perfect for stashing magazines, remotes, and more! now available with your favorite NFL team's logo",39.99,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Ottomans']","['https://m.media-amazon.com/images/I/31ptZB+wS-L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41Ow954yvuL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41hkSG+4eDL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51BxT4OWEWL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/519merWci+L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51BJ-NPGOzL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41O4lKxgiYL._SS522_.jpg']","Franklin Sports, Inc.",14 x 14 x 14 inches,N/A,Fabric,Team Color,9762324d-bb95-5daa-a613-7c5f77eb01f6
"AMHANCIBLE C Shaped Side Table, End Tables Set of 2 with Charging Station, Couch Tables That Slide Under with USB Port & Outlet, Snack Table for Living Room,TV Tray, Black, HET02BPBK",AMHANCIBLE Store,N/A,55.99,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Tables', 'End Tables']","['https://m.media-amazon.com/images/I/41qDAGoNCrL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41RPMjXF2IL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51PXiI31sHL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51qcaqFDctL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51HAAqu6CcL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/4125dHrcIlL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51s2I-TRLkL.SS125_SS522_.jpg']",N/A,"11.4""D x 15.4""W x 26.4""H",N/A,Engineered Wood,Black,81c4a11e-4cc2-587f-93bb-5b4eeb4be3bb
LONGWIN Black Hanging Wall Round Mirror Decor Geometric Circle Mirror for Bathroom Bedroom Living Room 10.2inch,LONGWIN Store,"Material of the black hanging mirror: metal edge and high refractive index glass.Specification: mirror measured 260mm(10.2inch) in diameter, 623g(1.37lb) in net weight.Match all style of home decor: Nordic style match all style of home decor.Various usage: Gorgeous round hanging wall mirror great for entryway, living room, bathroom, bedroom vanity, gallery wall and hallway, put on the desk is also a beautiful view.",17.99,"['Home & Kitchen', 'Home Décor Products', 'Mirrors', 'Wall-Mounted Mirrors']","['https://m.media-amazon.com/images/I/41kC6cU5HXS._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51EAHchfcNS._SS522_.jpg ', ' https://m.media-amazon.com/images/I/416HmQgHMOS._SS522_.jpg ', ' https://m.media-amazon.com/images/I/418MRB8xdNS._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41VPsWo9yiS._SS522_.jpg ', ' https://m.media-amazon.com/images/I/511tABAUYnS._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41kCO5USgvL.SS125_SS522_.jpg']",N/A,10.24 x 10.24 x 0.63 inches,N/A,"Glass, Metal",Black,b5ba6e32-6eea-582c-85be-c44775bed4d8
"Plymor Rectangle 5mm Beveled Glass Mirror, 6 inch x 12 inch (Pack of 6)",Plymor Store,"Plymor Rectangle 5mm Beveled Glass Mirror, 6 inch x 12 inch (Pack of 6)Size: 6 inch x 12 inchWhat size mirror to order? Consider the available space where you intend to place the mirror. Ensure that the mirror will fit proportionally within the area. If using the mirror for a specific purpose, such as crafts, ensure the mirror is large or small enough for your intended purpose. We offer several different sizes and shapes of mirrors.Style: Premium quality, highly reflective polished glass mirror with foam pads to protect table surface.Creative Uses: Our exquisite genuine glass mirrors are designed to elevate the style of your retail store displays, home, or office. These versatile mirrors serve as the perfect canvas to showcase an array of cherished items, from figurines, miniatures, heirlooms, souvenirs, and keepsakes to fashion dolls, porcelain dolls, sports memorabilia, collectibles, crafts, models, candles, statues, sculptures, artifacts, and antiques. They effortlessly accentuate floral bouquets, seasonal arrangements, and decorative table centerpieces, lending a touch of elegance to your banquets or receptions. Moreover, our mirrors can be transformed into stunning decals, emblems, and home decor pieces, making them ideal for gifts, room decor, and a myriad of other decorations. Explore endless creative possibilities for your home, workplace, parties, and weddings, as these mirrors become the foundation for your artistic endeavors.Plymor Guarantee: Collecting Warehouse guarantees all Plymor products to arrive free of damage and defects.",69.91,"['Home & Kitchen', 'Home Décor Products', 'Mirrors', 'Wall-Mounted Mirrors']",['https://m.media-amazon.com/images/I/31wigA5chuL._SS522_.jpg'],Collecting Warehouse,"12""L x 6""W",Taiwan,Glass,Silver,2387f6a9-15bd-5e9a-ac67-2c51738fb09f
TIMCORR CD Case DVD Holder Storage: 144 Capacity DVD Cases Organizer Portable Wallet Storage - CD Plastic Protective Carrying Binder for Home Travel (Black),TIMCORR Store,N/A,24.97,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'TV & Media Furniture', 'Media Storage', 'DVD Cases']","['https://m.media-amazon.com/images/I/411Q2ETwelL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41k2QkcSE8L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41CRvSZCUUL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31Eyi9j2QXL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/411pv5fUcCL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41x7AqTRYgL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/415HVoYTDvL.SS125_SS522_.jpg']",TIMCORR,"4.13""D x 6.89""W x 11.81""H",China,EVA + PVC + PP + Non-woven fabric,Black,3656fd70-40ab-51a4-a1a0-b65f994840ee
"Brightify Black Bathroom Mirrors for Wall, 24 x 36 Inch Rectangle Bathroom Mirrors for Vanity Black Metal Framed Anti-Rust, Matte Black Mirror for Farmhouse Hallway Wall Decor, Horizontal or Vertical",Brightify Store,N/A,65.99,"['Home & Kitchen', 'Home Décor Products', 'Mirrors', 'Wall-Mounted Mirrors']","['https://m.media-amazon.com/images/I/510A0nIdGZL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51wuikHGZDL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Jwo33AQBL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41h+1-UH-aL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51xUncTVpOL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/513OPjtysoL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61F+T+jB9yL.SS125_SS522_.jpg']",N/A,"36""L x 24""W",N/A,Aluminum,Black,d52e33c2-540d-5e61-b0bd-c4b57c53251f
Toy Storage for Lego Play Mat Bag - Duplo Toy Organizer Storage Bag by Drawstring for Kids Tidy Toy with Lips can as Gift (Orange 47 inch),SUMBABO,N/A,27.99,"['Home & Kitchen', 'Furniture', ""Kids' Furniture"", 'Toy Bags & Nets']","['https://m.media-amazon.com/images/I/51KKvmDCqBL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41jC+8mnIgL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41Dexac39OL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51xSXg0ZTrL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Sc3cNGitL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51kTrAb4m0L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51k80Pn74lL._SS522_.jpg']",XIA ZHU,"13.39""L x 10.87""W x 2.72""H",N/A,Nylon,Orange,203ecc9a-8e03-5fa0-b5d9-95f04028d8fa
